dstport	protocol	tag
5059	udp	tag5059
5060	icmp	tag5060
5061	tcp	tag5061
5062	udp	tag5062
5063	icmp	tag5063
5064	tcp	tag5064
5065	udp	tag5065
5066	icmp	tag5066
5067	tcp	tag5067
5068	udp	tag5068
5069	icmp	tag5069
5070	tcp	tag5070
5071	udp	tag5071
5072	icmp	tag5072
5073	tcp	tag5073
5074	udp	tag5074
5075	icmp	tag5075
5076	tcp	tag5076
5077	udp	tag5077
5078	icmp	tag5078
5079	tcp	tag5079
5080	udp	tag5080
5081	icmp	tag5081
5082	tcp	tag5082
5083	udp	tag5083
5084	icmp	tag5084
5085	tcp	tag5085
5086	udp	tag5086
5087	icmp	tag5087
5088	tcp	tag5088
5089	udp	tag5089
5090	icmp	tag5090
5091	tcp	tag5091
5092	udp	tag5092
5093	icmp	tag5093
5094	tcp	tag5094
5095	udp	tag5095
5096	icmp	tag5096
5097	tcp	tag5097
5098	udp	tag5098
5099	icmp	tag5099
5100	tcp	tag5100
5101	udp	tag5101
5102	icmp	tag5102
5103	tcp	tag5103
5104	udp	tag5104
5105	icmp	tag5105
5106	tcp	tag5106
5107	udp	tag5107
5108	icmp	tag5108
5109	tcp	tag5109
5110	udp	tag5110
5111	icmp	tag5111
5112	tcp	tag5112
5113	udp	tag5113
5114	icmp	tag5114
5115	tcp	tag5115
5116	udp	tag5116
5117	icmp	tag5117
5118	tcp	tag5118
5119	udp	tag5119
5120	icmp	tag5120
5121	tcp	tag5121
5122	udp	tag5122
5123	icmp	tag5123
5124	tcp	tag5124
5125	udp	tag5125
5126	icmp	tag5126
5127	tcp	tag5127
5128	udp	tag5128
5129	icmp	tag5129
5130	tcp	tag5130
5131	udp	tag5131
5132	icmp	tag5132
5133	tcp	tag5133
5134	udp	tag5134
5135	icmp	tag5135
5136	tcp	tag5136
5137	udp	tag5137
5138	icmp	tag5138
5139	tcp	tag5139
5140	udp	tag5140
5141	icmp	tag5141
5142	tcp	tag5142
5143	udp	tag5143
5144	icmp	tag5144
5145	tcp	tag5145
5146	udp	tag5146
5147	icmp	tag5147
5148	tcp	tag5148
5149	udp	tag5149
5150	icmp	tag5150
5151	tcp	tag5151
5152	udp	tag5152
5153	icmp	tag5153
5154	tcp	tag5154
5155	udp	tag5155
5156	icmp	tag5156
5157	tcp	tag5157
5158	udp	tag5158
5159	icmp	tag5159
5160	tcp	tag5160
5161	udp	tag5161
5162	icmp	tag5162
5163	tcp	tag5163
5164	udp	tag5164
5165	icmp	tag5165
5166	tcp	tag5166
5167	udp	tag5167
5168	icmp	tag5168
5169	tcp	tag5169
5170	udp	tag5170
5171	icmp	tag5171
5172	tcp	tag5172
5173	udp	tag5173
5174	icmp	tag5174
5175	tcp	tag5175
5176	udp	tag5176
5177	icmp	tag5177
5178	tcp	tag5178
5179	udp	tag5179
5180	icmp	tag5180
5181	tcp	tag5181
5182	udp	tag5182
5183	icmp	tag5183
5184	tcp	tag5184
5185	udp	tag5185
5186	icmp	tag5186
5187	tcp	tag5187
5188	udp	tag5188
5189	icmp	tag5189
5190	tcp	tag5190
5191	udp	tag5191
5192	icmp	tag5192
5193	tcp	tag5193
5194	udp	tag5194
5195	icmp	tag5195
5196	tcp	tag5196
5197	udp	tag5197
5198	icmp	tag5198
5199	tcp	tag5199
5200	udp	tag5200
5201	icmp	tag5201
5202	tcp	tag5202
5203	udp	tag5203
5204	icmp	tag5204
5205	tcp	tag5205
5206	udp	tag5206
5207	icmp	tag5207
5208	tcp	tag5208
5209	udp	tag5209
5210	icmp	tag5210
5211	tcp	tag5211
5212	udp	tag5212
5213	icmp	tag5213
5214	tcp	tag5214
5215	udp	tag5215
5216	icmp	tag5216
5217	tcp	tag5217
5218	udp	tag5218
5219	icmp	tag5219
5220	tcp	tag5220
5221	udp	tag5221
5222	icmp	tag5222
5223	tcp	tag5223
5224	udp	tag5224
5225	icmp	tag5225
5226	tcp	tag5226
5227	udp	tag5227
5228	icmp	tag5228
5229	tcp	tag5229
5230	udp	tag5230
5231	icmp	tag5231
5232	tcp	tag5232
5233	udp	tag5233
5234	icmp	tag5234
5235	tcp	tag5235
5236	udp	tag5236
5237	icmp	tag5237
5238	tcp	tag5238
5239	udp	tag5239
5240	icmp	tag5240
5241	tcp	tag5241
5242	udp	tag5242
5243	icmp	tag5243
5244	tcp	tag5244
5245	udp	tag5245
5246	icmp	tag5246
5247	tcp	tag5247
5248	udp	tag5248
5249	icmp	tag5249
5250	tcp	tag5250
5251	udp	tag5251
5252	icmp	tag5252
5253	tcp	tag5253
5254	udp	tag5254
5255	icmp	tag5255
5256	tcp	tag5256
5257	udp	tag5257
5258	icmp	tag5258
5259	tcp	tag5259
5260	udp	tag5260
5261	icmp	tag5261
5262	tcp	tag5262
5263	udp	tag5263
5264	icmp	tag5264
5265	tcp	tag5265
5266	udp	tag5266
5267	icmp	tag5267
5268	tcp	tag5268
5269	udp	tag5269
5270	icmp	tag5270
5271	tcp	tag5271
5272	udp	tag5272
5273	icmp	tag5273
5274	tcp	tag5274
5275	udp	tag5275
5276	icmp	tag5276
5277	tcp	tag5277
5278	udp	tag5278
5279	icmp	tag5279
5280	tcp	tag5280
5281	udp	tag5281
5282	icmp	tag5282
5283	tcp	tag5283
5284	udp	tag5284
5285	icmp	tag5285
5286	tcp	tag5286
5287	udp	tag5287
5288	icmp	tag5288
5289	tcp	tag5289
5290	udp	tag5290
5291	icmp	tag5291
5292	tcp	tag5292
5293	udp	tag5293
5294	icmp	tag5294
5295	tcp	tag5295
5296	udp	tag5296
5297	icmp	tag5297
5298	tcp	tag5298
5299	udp	tag5299
5300	icmp	tag5300
5301	tcp	tag5301
5302	udp	tag5302
5303	icmp	tag5303
5304	tcp	tag5304
5305	udp	tag5305
5306	icmp	tag5306
5307	tcp	tag5307
5308	udp	tag5308
5309	icmp	tag5309
5310	tcp	tag5310
5311	udp	tag5311
5312	icmp	tag5312
5313	tcp	tag5313
5314	udp	tag5314
5315	icmp	tag5315
5316	tcp	tag5316
5317	udp	tag5317
5318	icmp	tag5318
5319	tcp	tag5319
5320	udp	tag5320
5321	icmp	tag5321
5322	tcp	tag5322
5323	udp	tag5323
5324	icmp	tag5324
5325	tcp	tag5325
5326	udp	tag5326
5327	icmp	tag5327
5328	tcp	tag5328
5329	udp	tag5329
5330	icmp	tag5330
5331	tcp	tag5331
5332	udp	tag5332
5333	icmp	tag5333
5334	tcp	tag5334
5335	udp	tag5335
5336	icmp	tag5336
5337	tcp	tag5337
5338	udp	tag5338
5339	icmp	tag5339
5340	tcp	tag5340
5341	udp	tag5341
5342	icmp	tag5342
5343	tcp	tag5343
5344	udp	tag5344
5345	icmp	tag5345
5346	tcp	tag5346
5347	udp	tag5347
5348	icmp	tag5348
5349	tcp	tag5349
5350	udp	tag5350
5351	icmp	tag5351
5352	tcp	tag5352
5353	udp	tag5353
5354	icmp	tag5354
5355	tcp	tag5355
5356	udp	tag5356
5357	icmp	tag5357
5358	tcp	tag5358
5359	udp	tag5359
5360	icmp	tag5360
5361	tcp	tag5361
5362	udp	tag5362
5363	icmp	tag5363
5364	tcp	tag5364
5365	udp	tag5365
5366	icmp	tag5366
5367	tcp	tag5367
5368	udp	tag5368
5369	icmp	tag5369
5370	tcp	tag5370
5371	udp	tag5371
5372	icmp	tag5372
5373	tcp	tag5373
5374	udp	tag5374
5375	icmp	tag5375
5376	tcp	tag5376
5377	udp	tag5377
5378	icmp	tag5378
5379	tcp	tag5379
5380	udp	tag5380
5381	icmp	tag5381
5382	tcp	tag5382
5383	udp	tag5383
5384	icmp	tag5384
5385	tcp	tag5385
5386	udp	tag5386
5387	icmp	tag5387
5388	tcp	tag5388
5389	udp	tag5389
5390	icmp	tag5390
5391	tcp	tag5391
5392	udp	tag5392
5393	icmp	tag5393
5394	tcp	tag5394
5395	udp	tag5395
5396	icmp	tag5396
5397	tcp	tag5397
5398	udp	tag5398
5399	icmp	tag5399
5400	tcp	tag5400
5401	udp	tag5401
5402	icmp	tag5402
5403	tcp	tag5403
5404	udp	tag5404
5405	icmp	tag5405
5406	tcp	tag5406
5407	udp	tag5407
5408	icmp	tag5408
5409	tcp	tag5409
5410	udp	tag5410
5411	icmp	tag5411
5412	tcp	tag5412
5413	udp	tag5413
5414	icmp	tag5414
5415	tcp	tag5415
5416	udp	tag5416
5417	icmp	tag5417
5418	tcp	tag5418
5419	udp	tag5419
5420	icmp	tag5420
5421	tcp	tag5421
5422	udp	tag5422
5423	icmp	tag5423
5424	tcp	tag5424
5425	udp	tag5425
5426	icmp	tag5426
5427	tcp	tag5427
5428	udp	tag5428
5429	icmp	tag5429
5430	tcp	tag5430
5431	udp	tag5431
5432	icmp	tag5432
5433	tcp	tag5433
5434	udp	tag5434
5435	icmp	tag5435
5436	tcp	tag5436
5437	udp	tag5437
5438	icmp	tag5438
5439	tcp	tag5439
5440	udp	tag5440
5441	icmp	tag5441
5442	tcp	tag5442
5443	udp	tag5443
5444	icmp	tag5444
5445	tcp	tag5445
5446	udp	tag5446
5447	icmp	tag5447
5448	tcp	tag5448
5449	udp	tag5449
5450	icmp	tag5450
5451	tcp	tag5451
5452	udp	tag5452
5453	icmp	tag5453
5454	tcp	tag5454
5455	udp	tag5455
5456	icmp	tag5456
5457	tcp	tag5457
5458	udp	tag5458
5459	icmp	tag5459
5460	tcp	tag5460
5461	udp	tag5461
5462	icmp	tag5462
5463	tcp	tag5463
5464	udp	tag5464
5465	icmp	tag5465
5466	tcp	tag5466
5467	udp	tag5467
5468	icmp	tag5468
5469	tcp	tag5469
5470	udp	tag5470
5471	icmp	tag5471
5472	tcp	tag5472
5473	udp	tag5473
5474	icmp	tag5474
5475	tcp	tag5475
5476	udp	tag5476
5477	icmp	tag5477
5478	tcp	tag5478
5479	udp	tag5479
5480	icmp	tag5480
5481	tcp	tag5481
5482	udp	tag5482
5483	icmp	tag5483
5484	tcp	tag5484
5485	udp	tag5485
5486	icmp	tag5486
5487	tcp	tag5487
5488	udp	tag5488
5489	icmp	tag5489
5490	tcp	tag5490
5491	udp	tag5491
5492	icmp	tag5492
5493	tcp	tag5493
5494	udp	tag5494
5495	icmp	tag5495
5496	tcp	tag5496
5497	udp	tag5497
5498	icmp	tag5498
5499	tcp	tag5499
5500	udp	tag5500
5501	icmp	tag5501
5502	tcp	tag5502
5503	udp	tag5503
5504	icmp	tag5504
5505	tcp	tag5505
5506	udp	tag5506
5507	icmp	tag5507
5508	tcp	tag5508
5509	udp	tag5509
5510	icmp	tag5510
5511	tcp	tag5511
5512	udp	tag5512
5513	icmp	tag5513
5514	tcp	tag5514
5515	udp	tag5515
5516	icmp	tag5516
5517	tcp	tag5517
5518	udp	tag5518
5519	icmp	tag5519
5520	tcp	tag5520
5521	udp	tag5521
5522	icmp	tag5522
5523	tcp	tag5523
5524	udp	tag5524
5525	icmp	tag5525
5526	tcp	tag5526
5527	udp	tag5527
5528	icmp	tag5528
5529	tcp	tag5529
5530	udp	tag5530
5531	icmp	tag5531
5532	tcp	tag5532
5533	udp	tag5533
5534	icmp	tag5534
5535	tcp	tag5535
5536	udp	tag5536
5537	icmp	tag5537
5538	tcp	tag5538
5539	udp	tag5539
5540	icmp	tag5540
5541	tcp	tag5541
5542	udp	tag5542
5543	icmp	tag5543
5544	tcp	tag5544
5545	udp	tag5545
5546	icmp	tag5546
5547	tcp	tag5547
5548	udp	tag5548
5549	icmp	tag5549
5550	tcp	tag5550
5551	udp	tag5551
5552	icmp	tag5552
5553	tcp	tag5553
5554	udp	tag5554
5555	icmp	tag5555
5556	tcp	tag5556
5557	udp	tag5557
5558	icmp	tag5558
5559	tcp	tag5559
5560	udp	tag5560
5561	icmp	tag5561
5562	tcp	tag5562
5563	udp	tag5563
5564	icmp	tag5564
5565	tcp	tag5565
5566	udp	tag5566
5567	icmp	tag5567
5568	tcp	tag5568
5569	udp	tag5569
5570	icmp	tag5570
5571	tcp	tag5571
5572	udp	tag5572
5573	icmp	tag5573
5574	tcp	tag5574
5575	udp	tag5575
5576	icmp	tag5576
5577	tcp	tag5577
5578	udp	tag5578
5579	icmp	tag5579
5580	tcp	tag5580
5581	udp	tag5581
5582	icmp	tag5582
5583	tcp	tag5583
5584	udp	tag5584
5585	icmp	tag5585
5586	tcp	tag5586
5587	udp	tag5587
5588	icmp	tag5588
5589	tcp	tag5589
5590	udp	tag5590
5591	icmp	tag5591
5592	tcp	tag5592
5593	udp	tag5593
5594	icmp	tag5594
5595	tcp	tag5595
5596	udp	tag5596
5597	icmp	tag5597
5598	tcp	tag5598
5599	udp	tag5599
5600	icmp	tag5600
5601	tcp	tag5601
5602	udp	tag5602
5603	icmp	tag5603
5604	tcp	tag5604
5605	udp	tag5605
5606	icmp	tag5606
5607	tcp	tag5607
5608	udp	tag5608
5609	icmp	tag5609
5610	tcp	tag5610
5611	udp	tag5611
5612	icmp	tag5612
5613	tcp	tag5613
5614	udp	tag5614
5615	icmp	tag5615
5616	tcp	tag5616
5617	udp	tag5617
5618	icmp	tag5618
5619	tcp	tag5619
5620	udp	tag5620
5621	icmp	tag5621
5622	tcp	tag5622
5623	udp	tag5623
5624	icmp	tag5624
5625	tcp	tag5625
5626	udp	tag5626
5627	icmp	tag5627
5628	tcp	tag5628
5629	udp	tag5629
5630	icmp	tag5630
5631	tcp	tag5631
5632	udp	tag5632
5633	icmp	tag5633
5634	tcp	tag5634
5635	udp	tag5635
5636	icmp	tag5636
5637	tcp	tag5637
5638	udp	tag5638
5639	icmp	tag5639
5640	tcp	tag5640
5641	udp	tag5641
5642	icmp	tag5642
5643	tcp	tag5643
5644	udp	tag5644
5645	icmp	tag5645
5646	tcp	tag5646
5647	udp	tag5647
5648	icmp	tag5648
5649	tcp	tag5649
5650	udp	tag5650
5651	icmp	tag5651
5652	tcp	tag5652
5653	udp	tag5653
5654	icmp	tag5654
5655	tcp	tag5655
5656	udp	tag5656
5657	icmp	tag5657
5658	tcp	tag5658
5659	udp	tag5659
5660	icmp	tag5660
5661	tcp	tag5661
5662	udp	tag5662
5663	icmp	tag5663
5664	tcp	tag5664
5665	udp	tag5665
5666	icmp	tag5666
5667	tcp	tag5667
5668	udp	tag5668
5669	icmp	tag5669
5670	tcp	tag5670
5671	udp	tag5671
5672	icmp	tag5672
5673	tcp	tag5673
5674	udp	tag5674
5675	icmp	tag5675
5676	tcp	tag5676
5677	udp	tag5677
5678	icmp	tag5678
5679	tcp	tag5679
5680	udp	tag5680
5681	icmp	tag5681
5682	tcp	tag5682
5683	udp	tag5683
5684	icmp	tag5684
5685	tcp	tag5685
5686	udp	tag5686
5687	icmp	tag5687
5688	tcp	tag5688
5689	udp	tag5689
5690	icmp	tag5690
5691	tcp	tag5691
5692	udp	tag5692
5693	icmp	tag5693
5694	tcp	tag5694
5695	udp	tag5695
5696	icmp	tag5696
5697	tcp	tag5697
5698	udp	tag5698
5699	icmp	tag5699
5700	tcp	tag5700
5701	udp	tag5701
5702	icmp	tag5702
5703	tcp	tag5703
5704	udp	tag5704
5705	icmp	tag5705
5706	tcp	tag5706
5707	udp	tag5707
5708	icmp	tag5708
5709	tcp	tag5709
5710	udp	tag5710
5711	icmp	tag5711
5712	tcp	tag5712
5713	udp	tag5713
5714	icmp	tag5714
5715	tcp	tag5715
5716	udp	tag5716
5717	icmp	tag5717
5718	tcp	tag5718
5719	udp	tag5719
5720	icmp	tag5720
5721	tcp	tag5721
5722	udp	tag5722
5723	icmp	tag5723
5724	tcp	tag5724
5725	udp	tag5725
5726	icmp	tag5726
5727	tcp	tag5727
5728	udp	tag5728
5729	icmp	tag5729
5730	tcp	tag5730
5731	udp	tag5731
5732	icmp	tag5732
5733	tcp	tag5733
5734	udp	tag5734
5735	icmp	tag5735
5736	tcp	tag5736
5737	udp	tag5737
5738	icmp	tag5738
5739	tcp	tag5739
5740	udp	tag5740
5741	icmp	tag5741
5742	tcp	tag5742
5743	udp	tag5743
5744	icmp	tag5744
5745	tcp	tag5745
5746	udp	tag5746
5747	icmp	tag5747
5748	tcp	tag5748
5749	udp	tag5749
5750	icmp	tag5750
5751	tcp	tag5751
5752	udp	tag5752
5753	icmp	tag5753
5754	tcp	tag5754
5755	udp	tag5755
5756	icmp	tag5756
5757	tcp	tag5757
5758	udp	tag5758
5759	icmp	tag5759
5760	tcp	tag5760
5761	udp	tag5761
5762	icmp	tag5762
5763	tcp	tag5763
5764	udp	tag5764
5765	icmp	tag5765
5766	tcp	tag5766
5767	udp	tag5767
5768	icmp	tag5768
5769	tcp	tag5769
5770	udp	tag5770
5771	icmp	tag5771
5772	tcp	tag5772
5773	udp	tag5773
5774	icmp	tag5774
5775	tcp	tag5775
5776	udp	tag5776
5777	icmp	tag5777
5778	tcp	tag5778
5779	udp	tag5779
5780	icmp	tag5780
5781	tcp	tag5781
5782	udp	tag5782
5783	icmp	tag5783
5784	tcp	tag5784
5785	udp	tag5785
5786	icmp	tag5786
5787	tcp	tag5787
5788	udp	tag5788
5789	icmp	tag5789
5790	tcp	tag5790
5791	udp	tag5791
5792	icmp	tag5792
5793	tcp	tag5793
5794	udp	tag5794
5795	icmp	tag5795
5796	tcp	tag5796
5797	udp	tag5797
5798	icmp	tag5798
5799	tcp	tag5799
5800	udp	tag5800
5801	icmp	tag5801
5802	tcp	tag5802
5803	udp	tag5803
5804	icmp	tag5804
5805	tcp	tag5805
5806	udp	tag5806
5807	icmp	tag5807
5808	tcp	tag5808
5809	udp	tag5809
5810	icmp	tag5810
5811	tcp	tag5811
5812	udp	tag5812
5813	icmp	tag5813
5814	tcp	tag5814
5815	udp	tag5815
5816	icmp	tag5816
5817	tcp	tag5817
5818	udp	tag5818
5819	icmp	tag5819
5820	tcp	tag5820
5821	udp	tag5821
5822	icmp	tag5822
5823	tcp	tag5823
5824	udp	tag5824
5825	icmp	tag5825
5826	tcp	tag5826
5827	udp	tag5827
5828	icmp	tag5828
5829	tcp	tag5829
5830	udp	tag5830
5831	icmp	tag5831
5832	tcp	tag5832
5833	udp	tag5833
5834	icmp	tag5834
5835	tcp	tag5835
5836	udp	tag5836
5837	icmp	tag5837
5838	tcp	tag5838
5839	udp	tag5839
5840	icmp	tag5840
5841	tcp	tag5841
5842	udp	tag5842
5843	icmp	tag5843
5844	tcp	tag5844
5845	udp	tag5845
5846	icmp	tag5846
5847	tcp	tag5847
5848	udp	tag5848
5849	icmp	tag5849
5850	tcp	tag5850
5851	udp	tag5851
5852	icmp	tag5852
5853	tcp	tag5853
5854	udp	tag5854
5855	icmp	tag5855
5856	tcp	tag5856
5857	udp	tag5857
5858	icmp	tag5858
5859	tcp	tag5859
5860	udp	tag5860
5861	icmp	tag5861
5862	tcp	tag5862
5863	udp	tag5863
5864	icmp	tag5864
5865	tcp	tag5865
5866	udp	tag5866
5867	icmp	tag5867
5868	tcp	tag5868
5869	udp	tag5869
5870	icmp	tag5870
5871	tcp	tag5871
5872	udp	tag5872
5873	icmp	tag5873
5874	tcp	tag5874
5875	udp	tag5875
5876	icmp	tag5876
5877	tcp	tag5877
5878	udp	tag5878
5879	icmp	tag5879
5880	tcp	tag5880
5881	udp	tag5881
5882	icmp	tag5882
5883	tcp	tag5883
5884	udp	tag5884
5885	icmp	tag5885
5886	tcp	tag5886
5887	udp	tag5887
5888	icmp	tag5888
5889	tcp	tag5889
5890	udp	tag5890
5891	icmp	tag5891
5892	tcp	tag5892
5893	udp	tag5893
5894	icmp	tag5894
5895	tcp	tag5895
5896	udp	tag5896
5897	icmp	tag5897
5898	tcp	tag5898
5899	udp	tag5899
5900	icmp	tag5900
5901	tcp	tag5901
5902	udp	tag5902
5903	icmp	tag5903
5904	tcp	tag5904
5905	udp	tag5905
5906	icmp	tag5906
5907	tcp	tag5907
5908	udp	tag5908
5909	icmp	tag5909
5910	tcp	tag5910
5911	udp	tag5911
5912	icmp	tag5912
5913	tcp	tag5913
5914	udp	tag5914
5915	icmp	tag5915
5916	tcp	tag5916
5917	udp	tag5917
5918	icmp	tag5918
5919	tcp	tag5919
5920	udp	tag5920
5921	icmp	tag5921
5922	tcp	tag5922
5923	udp	tag5923
5924	icmp	tag5924
5925	tcp	tag5925
5926	udp	tag5926
5927	icmp	tag5927
5928	tcp	tag5928
5929	udp	tag5929
5930	icmp	tag5930
5931	tcp	tag5931
5932	udp	tag5932
5933	icmp	tag5933
5934	tcp	tag5934
5935	udp	tag5935
5936	icmp	tag5936
5937	tcp	tag5937
5938	udp	tag5938
5939	icmp	tag5939
5940	tcp	tag5940
5941	udp	tag5941
5942	icmp	tag5942
5943	tcp	tag5943
5944	udp	tag5944
5945	icmp	tag5945
5946	tcp	tag5946
5947	udp	tag5947
5948	icmp	tag5948
5949	tcp	tag5949
5950	udp	tag5950
5951	icmp	tag5951
5952	tcp	tag5952
5953	udp	tag5953
5954	icmp	tag5954
5955	tcp	tag5955
5956	udp	tag5956
5957	icmp	tag5957
5958	tcp	tag5958
5959	udp	tag5959
5960	icmp	tag5960
5961	tcp	tag5961
5962	udp	tag5962
5963	icmp	tag5963
5964	tcp	tag5964
5965	udp	tag5965
5966	icmp	tag5966
5967	tcp	tag5967
5968	udp	tag5968
5969	icmp	tag5969
5970	tcp	tag5970
5971	udp	tag5971
5972	icmp	tag5972
5973	tcp	tag5973
5974	udp	tag5974
5975	icmp	tag5975
5976	tcp	tag5976
5977	udp	tag5977
5978	icmp	tag5978
5979	tcp	tag5979
5980	udp	tag5980
5981	icmp	tag5981
5982	tcp	tag5982
5983	udp	tag5983
5984	icmp	tag5984
5985	tcp	tag5985
5986	udp	tag5986
5987	icmp	tag5987
5988	tcp	tag5988
5989	udp	tag5989
5990	icmp	tag5990
5991	tcp	tag5991
5992	udp	tag5992
5993	icmp	tag5993
5994	tcp	tag5994
5995	udp	tag5995
5996	icmp	tag5996
5997	tcp	tag5997
5998	udp	tag5998
5999	icmp	tag5999
6000	tcp	tag6000
6001	udp	tag6001
6002	icmp	tag6002
6003	tcp	tag6003
6004	udp	tag6004
6005	icmp	tag6005
6006	tcp	tag6006
6007	udp	tag6007
6008	icmp	tag6008
6009	tcp	tag6009
6010	udp	tag6010
6011	icmp	tag6011
6012	tcp	tag6012
6013	udp	tag6013
6014	icmp	tag6014
6015	tcp	tag6015
6016	udp	tag6016
6017	icmp	tag6017
6018	tcp	tag6018
6019	udp	tag6019
6020	icmp	tag6020
6021	tcp	tag6021
6022	udp	tag6022
6023	icmp	tag6023
6024	tcp	tag6024
6025	udp	tag6025
6026	icmp	tag6026
6027	tcp	tag6027
6028	udp	tag6028
6029	icmp	tag6029
6030	tcp	tag6030
6031	udp	tag6031
6032	icmp	tag6032
6033	tcp	tag6033
6034	udp	tag6034
6035	icmp	tag6035
6036	tcp	tag6036
6037	udp	tag6037
6038	icmp	tag6038
6039	tcp	tag6039
6040	udp	tag6040
6041	icmp	tag6041
6042	tcp	tag6042
6043	udp	tag6043
6044	icmp	tag6044
6045	tcp	tag6045
6046	udp	tag6046
6047	icmp	tag6047
6048	tcp	tag6048
6049	udp	tag6049
6050	icmp	tag6050
6051	tcp	tag6051
6052	udp	tag6052
6053	icmp	tag6053
6054	tcp	tag6054
6055	udp	tag6055
6056	icmp	tag6056
6057	tcp	tag6057
6058	udp	tag6058
6059	icmp	tag6059
6060	tcp	tag6060
6061	udp	tag6061
6062	icmp	tag6062
6063	tcp	tag6063
6064	udp	tag6064
6065	icmp	tag6065
6066	tcp	tag6066
6067	udp	tag6067
6068	icmp	tag6068
6069	tcp	tag6069
6070	udp	tag6070
6071	icmp	tag6071
6072	tcp	tag6072
6073	udp	tag6073
6074	icmp	tag6074
6075	tcp	tag6075
6076	udp	tag6076
6077	icmp	tag6077
6078	tcp	tag6078
6079	udp	tag6079
6080	icmp	tag6080
6081	tcp	tag6081
6082	udp	tag6082
6083	icmp	tag6083
6084	tcp	tag6084
6085	udp	tag6085
6086	icmp	tag6086
6087	tcp	tag6087
6088	udp	tag6088
6089	icmp	tag6089
6090	tcp	tag6090
6091	udp	tag6091
6092	icmp	tag6092
6093	tcp	tag6093
6094	udp	tag6094
6095	icmp	tag6095
6096	tcp	tag6096
6097	udp	tag6097
6098	icmp	tag6098
6099	tcp	tag6099
6100	udp	tag6100
6101	icmp	tag6101
6102	tcp	tag6102
6103	udp	tag6103
6104	icmp	tag6104
6105	tcp	tag6105
6106	udp	tag6106
6107	icmp	tag6107
6108	tcp	tag6108
6109	udp	tag6109
6110	icmp	tag6110
6111	tcp	tag6111
6112	udp	tag6112
6113	icmp	tag6113
6114	tcp	tag6114
6115	udp	tag6115
6116	icmp	tag6116
6117	tcp	tag6117
6118	udp	tag6118
6119	icmp	tag6119
6120	tcp	tag6120
6121	udp	tag6121
6122	icmp	tag6122
6123	tcp	tag6123
6124	udp	tag6124
6125	icmp	tag6125
6126	tcp	tag6126
6127	udp	tag6127
6128	icmp	tag6128
6129	tcp	tag6129
6130	udp	tag6130
6131	icmp	tag6131
6132	tcp	tag6132
6133	udp	tag6133
6134	icmp	tag6134
6135	tcp	tag6135
6136	udp	tag6136
6137	icmp	tag6137
6138	tcp	tag6138
6139	udp	tag6139
6140	icmp	tag6140
6141	tcp	tag6141
6142	udp	tag6142
6143	icmp	tag6143
6144	tcp	tag6144
6145	udp	tag6145
6146	icmp	tag6146
6147	tcp	tag6147
6148	udp	tag6148
6149	icmp	tag6149
6150	tcp	tag6150
6151	udp	tag6151
6152	icmp	tag6152
6153	tcp	tag6153
6154	udp	tag6154
6155	icmp	tag6155
6156	tcp	tag6156
6157	udp	tag6157
6158	icmp	tag6158
6159	tcp	tag6159
6160	udp	tag6160
6161	icmp	tag6161
6162	tcp	tag6162
6163	udp	tag6163
6164	icmp	tag6164
6165	tcp	tag6165
6166	udp	tag6166
6167	icmp	tag6167
6168	tcp	tag6168
6169	udp	tag6169
6170	icmp	tag6170
6171	tcp	tag6171
6172	udp	tag6172
6173	icmp	tag6173
6174	tcp	tag6174
6175	udp	tag6175
6176	icmp	tag6176
6177	tcp	tag6177
6178	udp	tag6178
6179	icmp	tag6179
6180	tcp	tag6180
6181	udp	tag6181
6182	icmp	tag6182
6183	tcp	tag6183
6184	udp	tag6184
6185	icmp	tag6185
6186	tcp	tag6186
6187	udp	tag6187
6188	icmp	tag6188
6189	tcp	tag6189
6190	udp	tag6190
6191	icmp	tag6191
6192	tcp	tag6192
6193	udp	tag6193
6194	icmp	tag6194
6195	tcp	tag6195
6196	udp	tag6196
6197	icmp	tag6197
6198	tcp	tag6198
6199	udp	tag6199
6200	icmp	tag6200
6201	tcp	tag6201
6202	udp	tag6202
6203	icmp	tag6203
6204	tcp	tag6204
6205	udp	tag6205
6206	icmp	tag6206
6207	tcp	tag6207
6208	udp	tag6208
6209	icmp	tag6209
6210	tcp	tag6210
6211	udp	tag6211
6212	icmp	tag6212
6213	tcp	tag6213
6214	udp	tag6214
6215	icmp	tag6215
6216	tcp	tag6216
6217	udp	tag6217
6218	icmp	tag6218
6219	tcp	tag6219
6220	udp	tag6220
6221	icmp	tag6221
6222	tcp	tag6222
6223	udp	tag6223
6224	icmp	tag6224
6225	tcp	tag6225
6226	udp	tag6226
6227	icmp	tag6227
6228	tcp	tag6228
6229	udp	tag6229
6230	icmp	tag6230
6231	tcp	tag6231
6232	udp	tag6232
6233	icmp	tag6233
6234	tcp	tag6234
6235	udp	tag6235
6236	icmp	tag6236
6237	tcp	tag6237
6238	udp	tag6238
6239	icmp	tag6239
6240	tcp	tag6240
6241	udp	tag6241
6242	icmp	tag6242
6243	tcp	tag6243
6244	udp	tag6244
6245	icmp	tag6245
6246	tcp	tag6246
6247	udp	tag6247
6248	icmp	tag6248
6249	tcp	tag6249
6250	udp	tag6250
6251	icmp	tag6251
6252	tcp	tag6252
6253	udp	tag6253
6254	icmp	tag6254
6255	tcp	tag6255
6256	udp	tag6256
6257	icmp	tag6257
